tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2018-02-01,Jakarta Selatan,Malam,Cerah Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Selatan,Dini Hari,Cerah Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Pusat,Siang,Hujan Lokal,65 - 95,23 - 32
2018-02-01,Jakarta Pusat,Pagi,Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Pusat,Malam,Cerah Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Pusat,Dini Hari,Cerah Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Barat,Siang,Hujan Lokal,65 - 95,23 - 32
2018-02-01,Jakarta Barat,Pagi,Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Barat,Malam,Cerah Berawan,65 - 95,23 - 32
2018-02-01,Jakarta Barat,Dini Hari,Cerah Berawan,65 - 95,23 - 32
2018-01-31,Kepulauan Seribu,Siang,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Kepulauan Seribu,Pagi,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Kepulauan Seribu,Malam,Hujan Sedang,70 - 95 ,24 - 31
2018-01-31,Kepulauan Seribu,Dini Hari,Hujan Sedang,70 - 95 ,24 - 31
2018-01-31,Jakarta Utara,Siang,Hujan Sedang,70 - 95 ,24 - 31
2018-01-31,Jakarta Utara,Pagi,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Jakarta Utara,Malam,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Jakarta Utara,Dini Hari,Hujan Ringan,70 - 95 ,24 - 31
2018-01-31,Jakarta Timur,Siang,Hujan Sedang,70 - 95 ,24 - 31
2018-01-31,Jakarta Timur,Pagi,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Jakarta Timur,Malam,Hujan Ringan,70 - 95 ,24 - 31
2018-01-31,Jakarta Timur,Dini Hari,Hujan Ringan,70 - 95 ,24 - 31
2018-01-31,Jakarta Selatan,Siang,Hujan Sedang,70 - 95 ,24 - 31
2018-01-31,Jakarta Selatan,Pagi,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Jakarta Selatan,Malam,Hujan Ringan,70 - 95 ,24 - 31
2018-01-31,Jakarta Selatan,Dini Hari,Hujan Ringan,70 - 95 ,24 - 31
2018-01-31,Jakarta Pusat,Siang,Hujan Lokal,70 - 95 ,24 - 31
2018-01-31,Jakarta Pusat,Pagi,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Jakarta Pusat,Malam,Hujan Lokal,70 - 95 ,24 - 31
2018-01-31,Jakarta Pusat,Dini Hari,Hujan Ringan,70 - 95 ,24 - 31
2018-01-31,Jakarta Barat,Siang,Hujan Lokal,70 - 95 ,24 - 31
2018-01-31,Jakarta Barat,Pagi,Cerah Berawan,70 - 95 ,24 - 31
2018-01-31,Jakarta Barat,Malam,Hujan Lokal,70 - 95 ,24 - 31
2018-01-31,Jakarta Barat,Dini Hari,Hujan Ringan,70 - 95 ,24 - 31
2018-01-30,Kepulauan Seribu,Siang,Berawan,75 - 95,23 - 30
2018-01-30,Kepulauan Seribu,Pagi,Berawan,75 - 95,23 - 30
2018-01-30,Kepulauan Seribu,Malam,Berawan,75 - 95,23 - 30
2018-01-30,Kepulauan Seribu,Dini Hari,Hujan Lokal,75 - 95,23 - 30
2018-01-30,Jakarta Utara,Siang,Hujan Ringan,75 - 95,23 - 30
2018-01-30,Jakarta Utara,Pagi,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Utara,Malam,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Utara,Dini Hari,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Timur,Siang,Hujan Petir,75 - 95,23 - 30
2018-01-30,Jakarta Timur,Pagi,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Timur,Malam,Hujan Lokal,75 - 95,23 - 30
2018-01-30,Jakarta Timur,Dini Hari,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Selatan,Siang,Hujan Petir,75 - 95,23 - 30
2018-01-30,Jakarta Selatan,Pagi,Hujan Lokal,75 - 95,23 - 30
2018-01-30,Jakarta Selatan,Malam,Hujan Lokal,75 - 95,23 - 30
2018-01-30,Jakarta Selatan,Dini Hari,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Pusat,Siang,Hujan Ringan,75 - 95,23 - 30
2018-01-30,Jakarta Pusat,Pagi,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Pusat,Malam,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Pusat,Dini Hari,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Barat,Siang,Hujan Ringan,75 - 95,23 - 30
2018-01-30,Jakarta Barat,Pagi,Hujan Lokal,75 - 95,23 - 30
2018-01-30,Jakarta Barat,Malam,Berawan,75 - 95,23 - 30
2018-01-30,Jakarta Barat,Dini Hari,Berawan,75 - 95,23 - 30
2018-01-29,Kepulauan Seribu,Siang,Berawan,75 - 95,24 - 30
2018-01-29,Kepulauan Seribu,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-29,Kepulauan Seribu,Malam,Berawan,75 - 95,24 - 30
2018-01-29,Kepulauan Seribu,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-29,Jakarta Utara,Siang,Berawan,75 - 95,24 - 30
2018-01-29,Jakarta Utara,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-29,Jakarta Utara,Malam,Berawan Tebal,75 - 95,24 - 30
2018-01-29,Jakarta Utara,Dini Hari,Hujan Ringan,75 - 95,24 - 30
2018-01-29,Jakarta Timur,Siang,Hujan Lokal ,75 - 95,24 - 30
2018-01-29,Jakarta Timur,Pagi,Hujan Petir,75 - 95,24 - 30
2018-01-29,Jakarta Timur,Malam,Berawan Tebal,75 - 95,24 - 30
2018-01-29,Jakarta Timur,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-29,Jakarta Selatan,Siang,Hujan Ringan,75 - 95,24 - 30
2018-01-29,Jakarta Selatan,Pagi,Hujan Petir,75 - 95,24 - 30
2018-01-29,Jakarta Selatan,Malam,Berawan Tebal,75 - 95,24 - 30
2018-01-29,Jakarta Selatan,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-29,Jakarta Pusat,Siang,Hujan Lokal,75 - 95,24 - 30
2018-01-29,Jakarta Pusat,Pagi,Hujan Ringan,75 - 95,24 - 30
2018-01-29,Jakarta Pusat,Malam,Berawan Tebal,75 - 95,24 - 30
2018-01-29,Jakarta Pusat,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-29,Jakarta Barat,Siang,Hujan Ringan,75 - 95,24 - 30
2018-01-29,Jakarta Barat,Pagi,Hujan Petir,75 - 95,24 - 30
2018-01-29,Jakarta Barat,Malam,Berawan Tebal,75 - 95,24 - 30
2018-01-29,Jakarta Barat,Dini Hari,Hujan Ringan,75 - 95,24 - 30
2018-01-28,Kepulauan Seribu,Siang,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Kepulauan Seribu,Pagi,Hujan Sedang,80 - 95,24 - 29
2018-01-28,Kepulauan Seribu,Malam,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Kepulauan Seribu,Dini Hari,Hujan Sedang,80 - 95,24 - 29
2018-01-28,Jakarta Utara,Siang,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Utara,Pagi,Hujan Sedang,80 - 95,24 - 29
2018-01-28,Jakarta Utara,Malam,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Utara,Dini Hari,Hujan Petir,80 - 95,24 - 29
2018-01-28,Jakarta Timur,Siang,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Timur,Pagi,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Timur,Malam,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Timur,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Selatan,Siang,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Selatan,Pagi,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Selatan,Malam,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Selatan,Dini Hari,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Pusat,Siang,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Pusat,Pagi,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Pusat,Malam,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Pusat,Dini Hari,Hujan Petir,80 - 95,24 - 29
2018-01-28,Jakarta Barat,Siang,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Barat,Pagi,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Barat,Malam,Hujan Ringan,80 - 95,24 - 29
2018-01-28,Jakarta Barat,Dini Hari,Hujan Petir,80 - 95,24 - 29
2018-01-27,Kepulauan Seribu,Siang,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Kepulauan Seribu,Pagi,Berawan,70 - 95,24 - 29
2018-01-27,Kepulauan Seribu,Malam,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Kepulauan Seribu,Dini Hari,Hujan Sedang,70 - 95,24 - 29
2018-01-27,Jakarta Utara,Siang,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Utara,Pagi,Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Utara,Malam,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Utara,Dini Hari,Hujan Ringan,70 - 95,24 - 29
2018-01-27,Jakarta Timur,Siang,Hujan Ringan,70 - 95,24 - 29
2018-01-27,Jakarta Timur,Pagi,Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Timur,Malam,Hujan Ringan,70 - 95,24 - 29
2018-01-27,Jakarta Timur,Dini Hari,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Selatan,Siang,Hujan Lokal,70 - 95,24 - 29
2018-01-27,Jakarta Selatan,Pagi,Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Selatan,Malam,Hujan Ringan,70 - 95,24 - 29
2018-01-27,Jakarta Selatan,Dini Hari,Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Pusat,Siang,Hujan Ringan,70 - 95,24 - 29
2018-01-27,Jakarta Pusat,Pagi,Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Pusat,Malam,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Pusat,Dini Hari,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Barat,Siang,Hujan Lokal,70 - 95,24 - 29
2018-01-27,Jakarta Barat,Pagi,Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Barat,Malam,Cerah Berawan,70 - 95,24 - 29
2018-01-27,Jakarta Barat,Dini Hari,Cerah Berawan,70 - 95,24 - 29
2018-01-26,Kepulauan Seribu,Siang,Hujan Lokal,70 - 95,24 - 30
2018-01-26,Kepulauan Seribu,Pagi,Berawan,70 - 95,24 - 30
2018-01-26,Kepulauan Seribu,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Kepulauan Seribu,Dini Hari,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Utara,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Utara,Pagi,Berawan,70 - 95,24 - 30
2018-01-26,Jakarta Utara,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Utara,Dini Hari,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Timur,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Timur,Pagi,Berawan,70 - 95,24 - 30
2018-01-26,Jakarta Timur,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Timur,Dini Hari,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Selatan,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Selatan,Pagi,Berawan ,70 - 95,24 - 30
2018-01-26,Jakarta Selatan,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Selatan,Dini Hari,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Pusat,Siang,Hujan Lokal,70 - 95,24 - 30
2018-01-26,Jakarta Pusat,Pagi,Berawan,70 - 95,24 - 30
2018-01-26,Jakarta Pusat,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Pusat,Dini Hari,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Barat,Siang,Hujan Lokal,70 - 95,24 - 30
2018-01-26,Jakarta Barat,Pagi,Berawan,70 - 95,24 - 30
2018-01-26,Jakarta Barat,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-26,Jakarta Barat,Dini Hari,Hujan Ringan,70 - 95,24 - 30
2018-01-25,Kepulauan Seribu,Siang,Berawan,70 - 95,25 - 30
2018-01-25,Kepulauan Seribu,Pagi,Berawan,70 - 95,25 - 30
2018-01-25,Kepulauan Seribu,Malam,Cerah Berawan,70 - 95,25 - 30
2018-01-25,Kepulauan Seribu,Dini Hari,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Utara,Siang,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Utara,Pagi,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Utara,Malam,Cerah Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Utara,Dini Hari,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Timur,Siang,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Timur,Pagi,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Timur,Malam,Cerah Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Timur,Dini Hari,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Selatan,Siang,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Selatan,Pagi,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Selatan,Malam,Cerah Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Selatan,Dini Hari,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Pusat,Siang,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Pusat,Pagi,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Pusat,Malam,Cerah Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Pusat,Dini Hari,Hujan Lokal,70 - 95,25 - 30
2018-01-25,Jakarta Barat,Siang,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Barat,Pagi,Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Barat,Malam,Cerah Berawan,70 - 95,25 - 30
2018-01-25,Jakarta Barat,Dini Hari,Hujan Lokal,70 - 95,25 - 30
2018-01-24,Kepulauan Seribu,Siang,Hujan Sedang,80 - 95,24 - 28
2018-01-24,Kepulauan Seribu,Pagi,Berawan,80 - 95,24 - 28
2018-01-24,Kepulauan Seribu,Malam,Hujan Ringan,80 - 95,24 - 28
2018-01-24,Kepulauan Seribu,Dini Hari,Hujan Ringan,80 - 95,24 - 28
2018-01-24,Jakarta Utara,Siang,Hujan Sedang,80 - 95,24 - 28
2018-01-24,Jakarta Utara,Pagi,Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Utara,Malam,Hujan Ringan,80 - 95,24 - 28
2018-01-24,Jakarta Utara,Dini Hari,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Timur,Siang,Hujan Sedang,80 - 95,24 - 28
2018-01-24,Jakarta Timur,Pagi,Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Timur,Malam,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Timur,Dini Hari,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Selatan,Siang,Berawan Tebal,80 - 95,24 - 28
2018-01-24,Jakarta Selatan,Pagi,Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Selatan,Malam,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Selatan,Dini Hari,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Pusat,Siang,Hujan Sedang,80 - 95,24 - 28
2018-01-24,Jakarta Pusat,Pagi,Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Pusat,Malam,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Pusat,Dini Hari,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Barat,Siang,Berawan Tebal,80 - 95,24 - 28
2018-01-24,Jakarta Barat,Pagi,Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Barat,Malam,Cerah Berawan,80 - 95,24 - 28
2018-01-24,Jakarta Barat,Dini Hari,Cerah Berawan,80 - 95,24 - 28
2018-01-23,Kepulauan Seribu,Siang,Berawan,70 - 95,24 - 30
2018-01-23,Kepulauan Seribu,Pagi,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Kepulauan Seribu,Malam,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Kepulauan Seribu,Dini Hari,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Utara,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-23,Jakarta Utara,Pagi,Hujan Loka,70 - 95,24 - 30
2018-01-23,Jakarta Utara,Malam,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Utara,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Timur,Siang,Hujan Petir,70 - 95,24 - 30
2018-01-23,Jakarta Timur,Pagi,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Timur,Malam,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Timur,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Selatan,Siang,Hujan Petir,70 - 95,24 - 30
2018-01-23,Jakarta Selatan,Pagi,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Selatan,Malam,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Selatan,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Pusat,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-23,Jakarta Pusat,Pagi,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Pusat,Malam,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Pusat,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-23,Jakarta Barat,Siang,Hujan Petir,70 - 95,24 - 30
2018-01-23,Jakarta Barat,Pagi,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Barat,Malam,Hujan Lokal,70 - 95,24 - 30
2018-01-23,Jakarta Barat,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-22,Kepulauan Seribu,Siang,Berawan,75 - 95,24 - 30
2018-01-22,Kepulauan Seribu,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Kepulauan Seribu,Malam,Berawan,75 - 95,24 - 30
2018-01-22,Kepulauan Seribu,Dini Hari,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Utara,Siang,Hujan Ringan,75 - 95,24 - 30
2018-01-22,Jakarta Utara,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Utara,Malam,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Utara,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-22,Jakarta Timur,Siang,Hujan Petir,75 - 95,24 - 30
2018-01-22,Jakarta Timur,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Timur,Malam,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Timur,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-22,Jakarta Selatan,Siang,Hujan Petir,75 - 95,24 - 30
2018-01-22,Jakarta Selatan,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Selatan,Malam,Berawan,75 - 95,24 - 30
2018-01-22,Jakarta Selatan,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-22,Jakarta Pusat,Siang,Hujan Sedang,75 - 95,24 - 30
2018-01-22,Jakarta Pusat,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Pusat,Malam,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Pusat,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-22,Jakarta Barat,Siang,Hujan Sedang,75 - 95,24 - 30
2018-01-22,Jakarta Barat,Pagi,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Barat,Malam,Hujan Lokal,75 - 95,24 - 30
2018-01-22,Jakarta Barat,Dini Hari,Berawan,75 - 95,24 - 30
2018-01-21,Kepulauan Seribu,Siang,Berawan,65 - 95,24 - 32
2018-01-21,Kepulauan Seribu,Pagi,Berawan,65 - 95,24 - 32
2018-01-21,Kepulauan Seribu,Malam,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Kepulauan Seribu,Dini Hari,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Utara,Siang,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Utara,Pagi,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Utara,Malam,Berawan ,65 - 95,24 - 32
2018-01-21,Jakarta Utara,Dini Hari,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Timur,Siang,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Timur,Pagi,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Timur,Malam,Berawan ,65 - 95,24 - 32
2018-01-21,Jakarta Timur,Dini Hari,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Selatan,Siang,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Selatan,Pagi,Berawan ,65 - 95,24 - 32
2018-01-21,Jakarta Selatan,Malam,Berawan ,65 - 95,24 - 32
2018-01-21,Jakarta Selatan,Dini Hari,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Pusat,Siang,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Pusat,Pagi,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Pusat,Malam,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Pusat,Dini Hari,Hujan Lokal,65 - 95,24 - 32
2018-01-21,Jakarta Barat,Siang,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Barat,Pagi,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Barat,Malam,Berawan,65 - 95,24 - 32
2018-01-21,Jakarta Barat,Dini Hari,Hujan Lokal,65 - 95,24 - 32
2018-01-20,Kepulauan Seribu,Siang,Hujan Lokal,70 - 95,24 - 30
2018-01-20,Kepulauan Seribu,Pagi,Hujan Lokal,70 - 95,24 - 30
2018-01-20,Kepulauan Seribu,Malam,Berawan ,70 - 95,24 - 30
2018-01-20,Kepulauan Seribu,Dini Hari,Hujan Lokal,70 - 95,24 - 30
2018-01-20,Jakarta Utara,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-20,Jakarta Utara,Pagi,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Utara,Malam,Berawan,70 - 95,24 - 30
2018-01-20,Jakarta Utara,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-20,Jakarta Timur,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-20,Jakarta Timur,Pagi,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Timur,Malam,Berawan,70 - 95,24 - 30
2018-01-20,Jakarta Timur,Dini Hari,Berawan,70 - 95,24 - 30
2018-01-20,Jakarta Selatan,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-20,Jakarta Selatan,Pagi,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Selatan,Malam,Hujan Ringan ,70 - 95,24 - 30
2018-01-20,Jakarta Selatan,Dini Hari,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Pusat,Siang,Hujan Ringan,70 - 95,24 - 30
2018-01-20,Jakarta Pusat,Pagi,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Pusat,Malam,Berawan ,70 - 95,24 - 30
2018-01-20,Jakarta Pusat,Dini Hari,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Barat,Siang,Hujan Sedang,70 - 95,24 - 30
2018-01-20,Jakarta Barat,Pagi,Berawan Tebal,70 - 95,24 - 30
2018-01-20,Jakarta Barat,Malam,Hujan Ringan,70 - 95,24 - 30
2018-01-20,Jakarta Barat,Dini Hari,Berawan Tebal,70 - 95,24 - 30
2018-01-19,Kepulauan Seribu,Siang,Berawan,80 - 95,24 - 30
2018-01-19,Kepulauan Seribu,Pagi,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Kepulauan Seribu,Malam,Berawan,80 - 95,24 - 30
2018-01-19,Kepulauan Seribu,Dini Hari,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Utara,Siang,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Utara,Pagi,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Utara,Malam,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Utara,Dini Hari,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Timur,Siang,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Timur,Pagi,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Timur,Malam,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Timur,Dini Hari,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Selatan,Siang,Hujan Petir,80 - 95,24 - 30
2018-01-19,Jakarta Selatan,Pagi,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Selatan,Malam,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Selatan,Dini Hari,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Pusat,Siang,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Pusat,Pagi,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Pusat,Malam,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Pusat,Dini Hari,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Barat,Siang,Hujan Petir,80 - 95,24 - 30
2018-01-19,Jakarta Barat,Pagi,Berawan,80 - 95,24 - 30
2018-01-19,Jakarta Barat,Malam,Hujan Lokal,80 - 95,24 - 30
2018-01-19,Jakarta Barat,Dini Hari,Hujan Lokal,80 - 95,24 - 30
2018-01-18,Kepulauan Seribu,Siang,Hujan Lokal,70 - 95,23 - 30
2018-01-18,Kepulauan Seribu,Pagi,Hujan Lokal,70 - 95,23 - 30
2018-01-18,Kepulauan Seribu,Malam,Hujan Lokal,70 - 95,23 - 30
2018-01-18,Kepulauan Seribu,Dini Hari,Hujan Lokal,70 - 95,23 - 30
2018-01-18,Jakarta Utara,Siang,Hujan Ringan,70 - 95,23 - 30
2018-01-18,Jakarta Utara,Pagi,Berawan,70 - 95,23 - 30
2018-01-18,Jakarta Utara,Malam,Hujan Lokal,70 - 95,23 - 30
2018-01-18,Jakarta Utara,Dini Hari,Berawan Tebal,70 - 95,23 - 30
2018-01-18,Jakarta Timur,Siang,Hujan Petir,70 - 95,23 - 30
2018-01-18,Jakarta Timur,Pagi,Berawan,70 - 95,23 - 30
2018-01-18,Jakarta Timur,Malam,Berawan,70 - 95,23 - 30
2018-01-18,Jakarta Timur,Dini Hari,Berawan,70 - 95,23 - 30
2018-01-18,Jakarta Selatan,Siang,Hujan Petir,70 - 95,23 - 30
